"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.04971688939734,1.06914531852188,1.49381485449982,1.3322613181967,1.08423649967295,1
"AboriginalNeeds",0.802345892164429,0.238041260485151,0,0.327154063574617,0.829416837291647,1
"NaturalProducts",0.882143564486447,0.400816141464521,0.294938087508029,0.525601957251468,0.87972830906192,1
"CarbonStorage",1.02453351171139,0.825209703015189,1.02044921753963,1.01375917292462,1.00348829220282,1
"CoastalProtection",1.07104204645485,0.985264112446157,1.28420713270519,1.19122761434379,1.04848095156112,1
"CoastalLivelihoods",0.994465553219918,0.933121741101791,1.1233478234396,1.08299408176825,1.02104106183552,1
"TourismRecreation",0.908258013002711,0.436635683518477,0.369336240602075,0.575660452238351,0.892419381316362,1
"IconicPlacesSPecies",1.05874038419376,0.834731353434595,0.999441070878681,0.999623926811971,0.999904656102756,1
"CleanWaters",1.13030431530769,1.41419179324416,2.00150556511225,1.67385894979319,1.17083998676686,1
"Biodiversity",1.07844983006146,1.04466107458626,1.41296000771473,1.27785846309705,1.07044402418804,1
